Greedy,RL
15.91776978969574,12.02532196044922
12.84812068939209,12.31686782836914
14.075933694839478,11.880270957946776
14.49865174293518,10.666692733764648
14.9235942363739,9.85369873046875
12.053148865699768,10.168395042419434
14.028919577598572,11.820307731628418
13.24517810344696,10.592887878417969
16.127401113510132,11.803441047668455
13.2944233417511,10.61601448059082
11.814034819602966,9.979060173034668
13.875993013381958,11.399103164672852
11.248587250709534,9.419553756713867
12.972144961357117,10.560213088989258
14.236287713050842,12.510760307312012
13.770148158073424,10.383426666259766
11.35884702205658,9.31730842590332
11.313728332519531,12.98090362548828
15.047251224517822,9.649415016174316
14.603618860244753,12.71109390258789
9.580531239509584,8.736709594726562
14.28529131412506,11.09477424621582
13.99288785457611,10.73044776916504
11.915224432945251,10.621840476989746
12.479289412498474,10.971609115600586
16.8168123960495,14.958646774291992
15.614413022994995,13.888317108154297
12.59790313243866,10.35264492034912
16.760884046554565,11.552961349487305
11.408252954483032,9.669154167175291
14.948673963546751,10.358481407165527
12.7213693857193,13.183147430419922
11.723260879516602,11.463891983032228
10.403566122055054,10.41743278503418
16.443471789360046,14.958402633666992
13.737422943115234,11.112666130065918
11.957460284233091,9.234031677246094
12.770397186279297,11.66477394104004
11.791753768920898,8.517382621765137
12.101823329925535,10.3544921875
11.149474024772644,11.06083869934082
14.574649214744568,11.219670295715332
17.64468801021576,13.402976036071776
13.25129771232605,13.170785903930664
12.996171832084656,9.56950569152832
13.5085688829422,10.049016952514648
14.38011074066162,10.203764915466309
14.055769205093384,12.085367202758787
14.31562042236328,12.169788360595703
13.85609757900238,10.297893524169922
15.78401243686676,14.48597812652588
12.5588800907135,12.48031520843506
12.106565237045288,10.355835914611816
16.845649361610413,10.759371757507324
13.706976175308228,10.83124542236328
14.763291120529177,11.26385498046875
11.324888944625854,12.548303604125977
10.049679160118105,10.906013488769531
13.769484639167786,14.996414184570312
14.698010921478271,12.521177291870115
15.913052797317505,11.333738327026367
15.796692848205566,13.04701328277588
13.208763122558594,10.99960231781006
17.035477876663208,13.613720893859863
11.798721432685852,11.474102020263672
11.869521141052246,8.55285358428955
16.060730814933777,12.046810150146484
15.266563892364502,10.976855278015137
12.363790154457092,9.492524147033691
15.396309971809387,11.810101509094238
15.679336905479431,11.599363327026367
12.37665867805481,10.485822677612305
14.550533533096312,11.84670352935791
13.395350933074951,9.995284080505373
11.620400428771973,10.70283317565918
13.115997672080994,10.110400199890137
13.480531692504885,11.964821815490724
12.324509739875792,11.066242218017578
13.603803634643556,9.324355125427246
12.19874882698059,10.60243034362793
14.589246034622192,11.701669692993164
11.920942187309263,14.95961856842041
12.379050612449646,10.752195358276367
10.892193913459778,10.115106582641602
11.0794198513031,11.804203033447266
16.81223726272583,10.519793510437012
15.949434161186218,8.82099723815918
17.274013996124268,12.51472282409668
15.154431819915771,12.214038848876951
11.149154663085938,10.08310890197754
14.00244116783142,11.513723373413086
17.234660983085632,14.190900802612305
12.79622447490692,10.46977424621582
8.900864124298096,10.524477005004885
11.774513125419617,10.323500633239746
10.346272826194763,11.502073287963867
12.312718152999878,10.162982940673828
18.653356790542603,13.124269485473633
10.151192665100098,11.460456848144531
13.101438760757446,10.629873275756836
13.489449977874756,11.177239418029783
14.297890663146973,10.400287628173828
9.981586456298828,10.008058547973633
15.061771869659424,11.309574127197266
14.182017207145693,12.10007095336914
12.452324151992798,10.40754508972168
15.98299753665924,10.234992027282717
12.369996547698976,13.607233047485352
12.321707248687744,10.177230834960938
13.901092290878296,11.025972366333008
12.694359064102173,9.686798095703123
11.422357439994812,10.861615180969238
17.32412624359131,12.728949546813965
11.651257991790771,8.671515464782715
14.56399405002594,8.840178489685059
11.82001280784607,10.941876411437988
12.970670580863953,9.728246688842772
11.431756138801576,9.350311279296877
12.040821433067322,10.015499114990234
15.563373327255247,12.86338996887207
10.514763355255129,8.549656867980957
15.679353833198547,9.452300071716309
14.550663948059082,11.132193565368652
11.641224145889282,11.70884609222412
12.4929438829422,11.885482788085938
13.428446531295776,11.65583610534668
11.560255646705627,11.327910423278809
16.050349473953247,11.54029369354248
12.872079372406006,10.76703643798828
14.80072784423828,10.513663291931152
13.491013169288635,10.22462558746338
17.172727346420288,9.350893020629885
15.817360162734984,14.20380401611328
15.517539978027344,10.983460426330566
11.642317414283752,9.969573974609377
13.733572840690613,11.561798095703123
15.112053275108336,14.609562873840332
17.47706651687622,16.359647750854492
12.991045475006104,9.533123016357422
17.332343101501465,11.570859909057615
11.305455029010773,10.371910095214844
16.298463463783264,12.717226028442385
15.22919774055481,9.75866413116455
9.955758571624756,12.349462509155272
13.92601442337036,12.200606346130373
12.990972876548769,12.068933486938477
14.504511833190918,10.515278816223145
13.766353845596312,10.101484298706056
12.992794036865234,12.980836868286133
9.13192892074585,11.94174098968506
15.00999391078949,11.86043643951416
12.848553657531738,9.752981185913086
8.435048460960388,9.458762168884276
13.278814673423769,11.416385650634766
12.741891741752625,10.802953720092772
16.531763076782227,11.73366928100586
12.966711640357971,9.24648666381836
19.245086073875427,12.911723136901855
12.42938470840454,10.56776237487793
13.009763717651367,11.643784523010254
15.076667428016664,13.211323738098145
14.12580108642578,11.791548728942873
14.059354424476624,9.115172386169434
12.076151609420776,11.542198181152344
9.7871116399765,9.549802780151367
10.967522859573364,12.380160331726074
13.710366129875185,9.089420318603516
15.66830277442932,10.888497352600098
14.93636155128479,10.632279396057127
14.85506796836853,11.166505813598633
10.699859142303469,9.359545707702637
10.268368124961851,9.702857971191406
16.622913122177124,10.321929931640623
16.450536489486694,10.951951026916504
15.478667259216309,8.773585319519043
15.405508399009705,12.379852294921877
9.817890763282776,8.904767990112305
10.166503429412842,12.063478469848633
12.138471126556396,10.297012329101562
16.68537211418152,13.855432510375977
16.604928255081177,11.056999206542969
11.691035151481628,12.953008651733398
12.416342973709106,11.427339553833008
13.814179301261902,10.65439796447754
13.311006903648376,11.391100883483888
12.513840913772585,10.638906478881836
18.411025285720825,14.964850425720217
15.188249707221985,12.16533088684082
10.260202646255491,9.707592964172363
15.223225355148315,12.010329246520996
12.769903421401978,9.624872207641602
12.960036635398865,12.738044738769531
13.934227705001833,10.951211929321287
15.452124118804932,9.76446533203125
15.0093594789505,12.822750091552734
14.230341792106628,8.720958709716797
13.518288016319277,11.54554843902588
11.403254270553589,11.759117126464844
16.272395133972168,11.375042915344238
17.653302431106567,13.317831993103027
14.019153952598572,10.688018798828123
17.623348474502563,10.62596321105957
16.45043635368347,16.66143798828125
11.911635756492617,9.48625659942627
13.59063982963562,10.17458152770996
14.543804168701172,12.827945709228516
10.617534399032593,11.105992317199709
15.112827062606812,11.916993141174316
15.171817541122437,14.242157936096191
14.123008847236632,9.932944297790527
10.438098430633543,9.614797592163086
15.512510061264038,14.063232421875
15.159892082214355,8.907177925109863
10.175378441810608,10.614890098571776
13.310550212860107,10.586992263793944
15.095919966697693,10.61350440979004
12.199563384056091,10.685857772827148
10.331838726997375,11.655461311340332
13.800947666168211,12.223824501037598
17.144209265708923,12.5922269821167
16.233132123947144,10.14643669128418
14.486299753189089,8.354129791259766
